p4_file,table_size,exact_count,wildcard_count,table_memory_estimate_bytes,
2_2_0_1_2_0_1_1_1179.p4,1179,2,6,33012,
0_0_1_1_1_2_0_0_5383.p4,5383,4,4,150724,
2_1_1_0_2_0_0_1_7256.p4,7256,3,5,203168,
0_0_0_1_1_1_1_0_5698.p4,5698,4,4,159544,
1_1_1_1_0_2_1_0_8057.p4,8057,2,6,225596,
2_2_0_1_0_1_1_1_747.p4,747,2,6,20916,
2_0_0_1_0_0_0_1_1783.p4,1783,5,3,49924,
2_1_1_2_2_1_0_1_1766.p4,1766,1,7,49448,
0_1_1_1_0_0_0_0_3821.p4,3821,5,3,106988,
0_2_0_2_0_2_0_0_8155.p4,8155,5,3,228340,
2_2_0_2_2_0_0_0_7400.p4,7400,4,4,207200,
2_2_1_2_0_0_0_0_2750.p4,2750,4,4,77000,
1_0_1_1_1_0_0_0_4226.p4,4226,4,4,118328,
2_1_0_0_0_2_1_1_1986.p4,1986,3,5,55608,
1_2_0_2_2_1_1_0_1631.p4,1631,2,6,45668,
2_2_1_2_0_2_1_1_1813.p4,1813,1,7,50764,
1_2_1_0_0_2_0_1_1701.p4,1701,3,5,47628,
0_1_1_1_1_2_1_0_328.p4,328,2,6,9184,
0_1_1_2_0_2_0_1_2670.p4,2670,3,5,74760,
2_1_0_1_2_0_0_1_4448.p4,4448,3,5,124544,
2_1_1_0_2_2_0_0_4298.p4,4298,3,5,120344,
0_0_1_2_0_0_0_1_4012.p4,4012,5,3,112336,
1_2_1_0_2_2_1_0_3767.p4,3767,2,6,105476,
1_0_0_2_2_1_0_0_2462.p4,2462,4,4,68936,
0_2_0_2_0_0_0_1_2191.p4,2191,5,3,61348,
2_0_0_0_1_1_1_0_6168.p4,6168,4,4,172704,
0_0_0_1_0_0_1_1_1515.p4,1515,5,3,42420,
1_0_1_0_0_1_1_1_1264.p4,1264,3,5,35392,
2_2_1_2_2_0_0_1_473.p4,473,2,6,13244,
1_2_1_0_1_0_0_0_7425.p4,7425,4,4,207900,
2_0_0_2_1_1_0_1_5423.p4,5423,3,5,151844,
0_0_1_1_1_0_0_0_5765.p4,5765,5,3,161420,
0_2_1_2_0_2_1_1_3356.p4,3356,2,6,93968,
1_1_0_0_2_2_0_0_6510.p4,6510,4,4,182280,
0_1_0_2_0_0_0_1_6862.p4,6862,5,3,192136,
2_1_1_0_2_0_1_0_821.p4,821,3,5,22988,
0_0_0_2_2_0_0_1_3341.p4,3341,5,3,93548,
2_2_0_0_2_0_1_0_2067.p4,2067,4,4,57876,
1_1_1_1_1_2_1_0_2204.p4,2204,1,7,61712,
0_1_0_1_1_2_0_0_7743.p4,7743,4,4,216804,
1_1_1_0_2_1_1_1_6210.p4,6210,1,7,173880,
2_1_0_0_0_0_0_0_4242.p4,4242,6,2,118776,
0_1_1_2_2_0_1_0_3737.p4,3737,3,5,104636,
2_1_0_1_2_0_0_0_687.p4,687,4,4,19236,
0_1_1_1_2_0_0_1_2756.p4,2756,3,5,77168,
2_1_1_1_1_0_0_0_5761.p4,5761,3,5,161308,
0_0_1_2_0_1_0_1_7273.p4,7273,4,4,203644,
2_2_1_2_2_0_1_1_3359.p4,3359,1,7,94052,
0_0_1_1_0_1_0_1_4100.p4,4100,4,4,114800,
0_2_1_0_1_0_0_0_6548.p4,6548,5,3,183344,
0_2_1_2_0_1_1_0_2190.p4,2190,3,5,61320,
2_0_1_2_1_1_0_0_3029.p4,3029,3,5,84812,
0_2_0_2_1_0_1_1_3464.p4,3464,3,5,96992,
0_0_1_0_1_2_1_0_5993.p4,5993,4,4,167804,
1_2_0_0_0_1_0_0_5576.p4,5576,5,3,156128,
0_2_0_2_2_0_1_0_6059.p4,6059,4,4,169652,
0_0_1_2_0_2_0_1_7054.p4,7054,4,4,197512,
1_1_1_1_1_0_1_0_6037.p4,6037,2,6,169036,
0_2_0_2_0_0_1_1_6804.p4,6804,4,4,190512,
1_0_0_1_1_2_0_0_201.p4,201,4,4,5628,
0_1_0_1_0_1_0_1_5141.p4,5141,4,4,143948,
2_2_1_0_2_2_1_1_5351.p4,5351,1,7,149828,
1_0_0_0_1_0_0_0_4011.p4,4011,6,2,112308,
2_2_1_0_0_0_0_1_285.p4,285,4,4,7980,
0_0_1_1_1_0_1_1_884.p4,884,3,5,24752,
1_0_1_1_0_1_0_1_1930.p4,1930,3,5,54040,
2_0_0_0_2_0_0_0_1795.p4,1795,6,2,50260,
0_1_1_1_2_0_0_0_2907.p4,2907,4,4,81396,
2_2_1_2_2_2_1_0_3202.p4,3202,1,7,89656,
1_0_1_2_0_0_1_1_1261.p4,1261,3,5,35308,
1_0_0_0_1_0_0_0_846.p4,846,6,2,23688,
1_1_1_1_2_1_1_1_7792.p4,7792,0,8,218176,
2_0_0_2_2_1_0_0_7017.p4,7017,4,4,196476,
1_2_1_0_1_0_1_1_3482.p4,3482,2,6,97496,
0_1_1_0_2_1_1_0_4645.p4,4645,3,5,130060,
1_1_0_2_2_0_0_0_4624.p4,4624,4,4,129472,
2_2_0_0_1_0_1_0_391.p4,391,4,4,10948,
1_2_1_0_2_0_1_0_172.p4,172,3,5,4816,
1_2_0_2_0_2_0_0_757.p4,757,4,4,21196,
1_1_1_0_2_0_0_0_4930.p4,4930,4,4,138040,
2_0_0_2_2_0_1_1_6838.p4,6838,3,5,191464,
2_2_0_1_0_2_0_0_1922.p4,1922,4,4,53816,
0_2_1_1_1_2_1_1_3068.p4,3068,1,7,85904,
1_0_0_1_0_1_0_1_2944.p4,2944,4,4,82432,
2_2_0_0_0_0_1_1_8159.p4,8159,4,4,228452,
2_2_0_1_2_2_0_0_2135.p4,2135,3,5,59780,
1_0_1_1_1_1_0_0_2242.p4,2242,3,5,62776,
0_0_0_2_2_2_0_0_4841.p4,4841,5,3,135548,
2_2_0_2_2_1_0_0_7090.p4,7090,3,5,198520,
2_2_0_1_0_1_1_0_2983.p4,2983,3,5,83524,
0_1_1_0_1_0_0_0_1214.p4,1214,5,3,33992,
0_0_1_2_2_0_1_0_1264.p4,1264,4,4,35392,
1_1_0_2_2_2_0_0_1849.p4,1849,3,5,51772,
0_2_0_2_2_1_0_1_7369.p4,7369,3,5,206332,
2_0_0_1_1_0_0_0_5847.p4,5847,5,3,163716,
2_2_0_0_2_2_0_0_5431.p4,5431,4,4,152068,
0_0_1_2_0_0_1_0_6216.p4,6216,5,3,174048,
1_2_1_0_2_0_1_1_4899.p4,4899,2,6,137172,
0_1_0_1_0_1_0_1_7441.p4,7441,4,4,208348,
1_0_0_2_2_0_1_0_400.p4,400,4,4,11200,
2_1_0_2_2_2_0_0_3180.p4,3180,3,5,89040,
0_0_1_0_0_2_1_1_4049.p4,4049,4,4,113372,
1_2_1_0_1_2_0_0_2010.p4,2010,3,5,56280,
0_1_0_0_1_1_1_1_2861.p4,2861,3,5,80108,
1_0_0_0_2_2_1_0_3025.p4,3025,4,4,84700,
1_1_1_1_2_2_1_0_5631.p4,5631,1,7,157668,
1_0_1_2_2_2_0_0_2159.p4,2159,3,5,60452,
0_2_1_0_1_0_0_0_2888.p4,2888,5,3,80864,
0_0_0_0_1_1_0_0_3722.p4,3722,6,2,104216,
2_2_0_0_0_2_1_0_5385.p4,5385,4,4,150780,
2_1_0_2_0_1_1_0_2969.p4,2969,3,5,83132,
1_1_0_0_2_0_0_0_5557.p4,5557,5,3,155596,
1_0_0_2_0_0_0_1_693.p4,693,5,3,19404,
1_1_1_2_1_2_0_0_5415.p4,5415,2,6,151620,
0_1_1_0_0_2_0_1_5596.p4,5596,4,4,156688,
0_2_0_1_0_0_1_1_4514.p4,4514,4,4,126392,
2_2_0_1_0_2_1_0_2533.p4,2533,3,5,70924,
1_1_0_2_2_0_1_0_5688.p4,5688,3,5,159264,
1_0_1_1_2_0_1_0_7166.p4,7166,3,5,200648,
1_2_1_2_2_1_1_1_6329.p4,6329,0,8,177212,
2_2_1_1_1_0_0_0_4875.p4,4875,3,5,136500,
2_1_1_0_2_0_0_0_1638.p4,1638,4,4,45864,
0_2_0_2_2_2_1_0_3096.p4,3096,3,5,86688,
0_1_0_2_1_2_0_0_5012.p4,5012,4,4,140336,
2_2_1_2_1_1_0_1_5215.p4,5215,1,7,146020,
2_0_0_0_1_0_0_1_6765.p4,6765,5,3,189420,
1_1_1_0_0_1_0_0_3730.p4,3730,4,4,104440,
0_0_0_0_1_0_0_0_1562.p4,1562,7,1,43736,
0_1_1_2_0_1_1_0_3153.p4,3153,3,5,88284,
2_1_1_2_0_2_0_0_5310.p4,5310,3,5,148680,
1_1_0_1_0_2_0_0_7155.p4,7155,4,4,200340,
1_2_0_1_1_1_1_0_4838.p4,4838,2,6,135464,
2_2_0_2_0_2_0_1_2890.p4,2890,3,5,80920,
2_2_1_2_2_1_0_1_967.p4,967,1,7,27076,
2_0_1_1_1_0_1_1_3581.p4,3581,2,6,100268,
2_0_1_1_0_1_1_1_783.p4,783,2,6,21924,
2_1_1_1_1_1_0_1_5478.p4,5478,1,7,153384,
2_2_1_1_2_0_1_0_3012.p4,3012,2,6,84336,
0_1_0_1_2_2_1_0_985.p4,985,3,5,27580,
2_0_0_2_2_0_0_1_1052.p4,1052,4,4,29456,
2_2_0_2_2_2_1_0_6170.p4,6170,2,6,172760,
2_1_1_1_1_0_0_1_842.p4,842,2,6,23576,
1_1_1_2_2_2_0_0_3403.p4,3403,2,6,95284,
1_0_0_2_0_2_1_0_6496.p4,6496,4,4,181888,
0_2_0_1_2_2_0_1_2155.p4,2155,3,5,60340,
2_0_1_2_2_0_0_0_1676.p4,1676,4,4,46928,
2_2_1_1_1_1_0_1_3156.p4,3156,1,7,88368,
2_2_1_2_2_2_0_1_4752.p4,4752,1,7,133056,
0_0_0_0_2_1_0_0_5300.p4,5300,6,2,148400,
1_2_1_2_2_0_1_1_5892.p4,5892,1,7,164976,
1_2_1_1_0_0_1_1_6142.p4,6142,2,6,171976,
1_0_1_0_2_2_0_0_6627.p4,6627,4,4,185556,
2_1_1_0_2_2_1_0_7388.p4,7388,2,6,206864,
1_1_0_0_2_1_0_0_696.p4,696,4,4,19488,
0_2_0_0_1_0_0_1_1895.p4,1895,5,3,53060,
0_0_0_1_2_2_0_0_5986.p4,5986,5,3,167608,
1_2_1_1_1_0_1_1_6369.p4,6369,1,7,178332,
0_1_1_1_2_2_1_1_6802.p4,6802,1,7,190456,
2_2_0_2_1_0_0_0_2963.p4,2963,4,4,82964,
0_1_0_1_2_1_1_1_126.p4,126,2,6,3528,
1_2_0_2_1_0_0_0_443.p4,443,4,4,12404,
2_2_0_2_1_0_0_1_7510.p4,7510,3,5,210280,
0_2_1_2_1_1_1_0_3701.p4,3701,2,6,103628,
2_0_0_1_2_2_1_0_339.p4,339,3,5,9492,
2_1_0_0_2_0_0_0_3284.p4,3284,5,3,91952,
1_2_1_2_0_0_1_1_7349.p4,7349,2,6,205772,
2_1_0_1_0_1_1_0_3776.p4,3776,3,5,105728,
2_1_1_0_0_0_1_0_7612.p4,7612,4,4,213136,
2_2_0_1_0_0_1_1_1377.p4,1377,3,5,38556,
0_2_1_1_1_1_1_1_6078.p4,6078,1,7,170184,
1_1_1_0_0_1_0_0_4225.p4,4225,4,4,118300,
1_2_1_1_0_0_0_0_8024.p4,8024,4,4,224672,
1_0_1_0_2_1_0_1_3370.p4,3370,3,5,94360,
2_0_0_1_2_2_1_0_6789.p4,6789,3,5,190092,
2_0_0_1_2_0_0_1_1438.p4,1438,4,4,40264,
1_2_0_0_2_2_1_1_6451.p4,6451,2,6,180628,
1_0_1_0_0_1_1_0_3655.p4,3655,4,4,102340,
2_0_0_2_2_1_1_1_2526.p4,2526,2,6,70728,
0_0_0_1_0_1_1_0_771.p4,771,5,3,21588,
0_1_1_0_2_0_0_1_7514.p4,7514,4,4,210392,
0_2_0_1_0_2_1_0_7519.p4,7519,4,4,210532,
0_2_1_2_0_2_0_1_1951.p4,1951,3,5,54628,
2_1_1_0_0_1_1_1_5372.p4,5372,2,6,150416,
1_1_0_0_1_1_0_0_227.p4,227,4,4,6356,
1_2_1_0_2_1_0_0_7267.p4,7267,3,5,203476,
2_0_1_2_2_1_0_0_3947.p4,3947,3,5,110516,
2_1_1_2_2_0_0_0_849.p4,849,3,5,23772,
0_0_1_1_2_1_1_1_2361.p4,2361,2,6,66108,
0_2_1_0_0_0_0_1_1881.p4,1881,5,3,52668,
2_1_1_2_2_1_0_0_7246.p4,7246,2,6,202888,
1_1_0_0_2_2_1_0_7220.p4,7220,3,5,202160,
1_1_1_0_2_2_0_0_4757.p4,4757,3,5,133196,
1_2_0_2_1_1_1_1_7166.p4,7166,1,7,200648,
0_1_1_1_1_1_0_1_6561.p4,6561,2,6,183708,
2_0_0_1_0_0_0_0_1325.p4,1325,6,2,37100,
2_1_1_0_0_1_1_0_2169.p4,2169,3,5,60732,
2_1_0_1_1_0_1_1_7910.p4,7910,2,6,221480,
0_1_1_0_1_0_1_1_8005.p4,8005,3,5,224140,
0_0_0_2_0_2_1_0_1358.p4,1358,5,3,38024,
0_1_0_0_1_1_0_1_6834.p4,6834,4,4,191352,
1_2_0_0_1_1_1_0_6995.p4,6995,3,5,195860,
2_2_1_2_1_1_1_0_8065.p4,8065,1,7,225820,
1_2_1_1_2_1_0_0_7359.p4,7359,2,6,206052,
0_2_1_1_0_1_1_1_7462.p4,7462,2,6,208936,
1_0_0_1_2_2_1_0_2302.p4,2302,3,5,64456,
0_1_1_1_0_0_1_0_6637.p4,6637,4,4,185836,
2_0_0_2_2_0_1_0_7243.p4,7243,4,4,202804,
1_2_1_0_0_1_0_1_6586.p4,6586,3,5,184408,
2_0_0_0_0_1_1_0_2658.p4,2658,5,3,74424,
2_0_0_1_1_2_0_1_2105.p4,2105,3,5,58940,
2_0_1_2_2_0_0_0_7273.p4,7273,4,4,203644,
0_0_0_2_2_2_1_0_4500.p4,4500,4,4,126000,
2_0_1_0_2_2_0_0_5622.p4,5622,4,4,157416,
1_1_0_1_0_0_1_0_2625.p4,2625,4,4,73500,
1_2_1_0_1_1_1_1_3445.p4,3445,1,7,96460,
0_0_0_1_1_1_1_0_6912.p4,6912,4,4,193536,
1_1_1_2_1_2_1_1_7642.p4,7642,0,8,213976,
2_0_1_0_2_1_1_0_5445.p4,5445,3,5,152460,
0_2_0_1_1_2_1_1_5334.p4,5334,2,6,149352,
2_2_1_2_1_0_1_0_7519.p4,7519,2,6,210532,
0_2_0_1_1_0_0_1_2353.p4,2353,4,4,65884,
1_2_1_1_1_2_1_0_2376.p4,2376,1,7,66528,
1_2_1_2_0_2_1_1_3523.p4,3523,1,7,98644,
1_2_0_2_0_0_1_0_2650.p4,2650,4,4,74200,
2_1_0_2_0_0_0_0_2029.p4,2029,5,3,56812,
0_2_0_0_1_2_1_1_6805.p4,6805,3,5,190540,
1_0_0_2_1_0_0_0_1979.p4,1979,5,3,55412,
2_0_1_2_0_2_0_1_4627.p4,4627,3,5,129556,
2_1_1_2_1_2_0_0_2496.p4,2496,2,6,69888,
1_1_1_0_0_0_1_0_176.p4,176,4,4,4928,
1_1_0_1_1_1_1_0_7806.p4,7806,2,6,218568,
1_1_0_0_0_1_0_0_7730.p4,7730,5,3,216440,
0_2_1_0_0_1_1_0_2878.p4,2878,4,4,80584,
0_2_0_1_2_1_0_1_5108.p4,5108,3,5,143024,
1_1_0_0_1_2_1_1_2421.p4,2421,2,6,67788,
1_1_0_2_2_1_0_0_6041.p4,6041,3,5,169148,
0_0_0_0_1_2_1_1_4631.p4,4631,4,4,129668,
1_2_0_1_0_0_0_1_2476.p4,2476,4,4,69328,
0_1_0_2_2_1_1_1_7563.p4,7563,2,6,211764,
1_0_0_0_0_0_0_0_5088.p4,5088,7,1,142464,
2_2_1_0_0_1_0_1_4675.p4,4675,3,5,130900,
1_0_0_0_1_1_0_1_68.p4,68,4,4,1904,
0_0_0_0_2_2_0_1_2989.p4,2989,5,3,83692,
2_0_1_0_0_2_1_0_5267.p4,5267,4,4,147476,
1_0_0_1_2_2_0_1_6939.p4,6939,3,5,194292,
0_2_0_1_0_2_0_1_2733.p4,2733,4,4,76524,
2_0_1_0_0_2_1_0_2319.p4,2319,4,4,64932,
1_0_0_2_2_2_0_1_1329.p4,1329,3,5,37212,
2_2_1_1_2_2_1_1_5997.p4,5997,0,8,167916,
1_1_1_1_0_0_1_1_2382.p4,2382,2,6,66696,
2_2_1_1_2_2_1_1_4351.p4,4351,0,8,121828,
0_2_1_1_1_2_1_0_3772.p4,3772,2,6,105616,
0_1_1_0_1_2_1_1_7795.p4,7795,2,6,218260,
2_1_1_0_2_2_1_0_6116.p4,6116,2,6,171248,
1_2_1_1_1_1_0_1_4854.p4,4854,1,7,135912,
1_0_0_2_0_0_1_1_7917.p4,7917,4,4,221676,
0_0_1_0_0_2_1_1_1669.p4,1669,4,4,46732,
2_2_0_2_1_1_0_0_108.p4,108,3,5,3024,
0_1_1_1_0_0_1_0_2328.p4,2328,4,4,65184,
2_1_0_2_0_0_1_1_7845.p4,7845,3,5,219660,
2_1_1_0_0_1_1_1_8101.p4,8101,2,6,226828,
1_0_1_0_2_2_1_1_1136.p4,1136,2,6,31808,
0_2_1_0_1_2_1_1_7168.p4,7168,2,6,200704,
1_2_0_2_1_2_1_1_3540.p4,3540,1,7,99120,
0_1_0_1_2_0_0_0_6927.p4,6927,5,3,193956,
0_1_0_0_2_2_0_1_6052.p4,6052,4,4,169456,
2_2_0_0_2_0_0_1_2543.p4,2543,4,4,71204,
2_2_1_1_0_1_1_1_8115.p4,8115,1,7,227220,
2_0_0_2_0_0_0_1_363.p4,363,5,3,10164,
0_1_0_0_2_1_0_1_4623.p4,4623,4,4,129444,
1_0_0_2_0_0_1_1_1446.p4,1446,4,4,40488,
2_1_0_2_2_1_0_0_1594.p4,1594,3,5,44632,
1_1_1_1_0_0_0_1_3968.p4,3968,3,5,111104,
1_2_0_2_1_1_1_0_2470.p4,2470,2,6,69160,
1_2_0_0_0_2_0_1_4582.p4,4582,4,4,128296,
0_0_1_0_2_1_1_1_1673.p4,1673,3,5,46844,
2_2_0_0_1_0_1_0_6977.p4,6977,4,4,195356,
2_2_1_1_2_1_0_0_6933.p4,6933,2,6,194124,
0_1_1_1_2_1_0_0_3670.p4,3670,3,5,102760,
1_0_1_1_0_0_1_0_857.p4,857,4,4,23996,
0_2_1_1_2_1_0_1_3166.p4,3166,2,6,88648,
0_0_0_2_0_1_1_1_5693.p4,5693,4,4,159404,
2_1_0_0_2_2_0_1_7005.p4,7005,3,5,196140,
0_1_0_1_2_1_0_1_2627.p4,2627,3,5,73556,
1_0_0_1_0_1_1_1_3649.p4,3649,3,5,102172,
2_1_0_1_0_2_0_0_461.p4,461,4,4,12908,
2_1_0_0_0_2_1_0_7066.p4,7066,4,4,197848,
1_2_0_1_0_0_0_0_293.p4,293,5,3,8204,
1_2_0_0_0_2_1_0_3963.p4,3963,4,4,110964,
0_1_0_0_2_0_1_1_390.p4,390,4,4,10920,
1_1_0_1_2_2_1_1_6606.p4,6606,1,7,184968,
2_0_1_1_1_0_1_1_6646.p4,6646,2,6,186088,
0_0_1_1_0_0_1_0_4015.p4,4015,5,3,112420,
0_0_1_1_2_0_1_1_904.p4,904,3,5,25312,
1_1_0_2_2_1_1_0_4145.p4,4145,2,6,116060,
0_1_0_1_0_2_1_0_2292.p4,2292,4,4,64176,
1_0_1_2_2_2_0_0_2009.p4,2009,3,5,56252,
2_0_0_1_2_2_0_1_5559.p4,5559,3,5,155652,
2_1_0_1_2_1_1_1_4260.p4,4260,1,7,119280,
0_1_1_1_0_0_0_0_7466.p4,7466,5,3,209048,
2_1_0_0_0_0_0_0_4542.p4,4542,6,2,127176,
0_1_1_0_2_1_0_1_7474.p4,7474,3,5,209272,
0_0_1_2_2_1_1_0_4046.p4,4046,3,5,113288,
2_2_0_1_0_2_0_0_285.p4,285,4,4,7980,
1_0_0_1_2_2_1_1_4129.p4,4129,2,6,115612,
2_0_0_1_0_1_0_1_1382.p4,1382,4,4,38696,
0_1_1_1_0_2_1_1_2903.p4,2903,2,6,81284,
1_0_1_2_0_1_0_0_4318.p4,4318,4,4,120904,
1_0_0_1_0_0_1_0_1265.p4,1265,5,3,35420,
0_1_1_0_2_1_1_0_5812.p4,5812,3,5,162736,
0_0_0_1_1_0_0_0_237.p4,237,6,2,6636,
0_1_0_0_1_1_0_0_4208.p4,4208,5,3,117824,
2_0_0_0_1_2_1_1_3904.p4,3904,3,5,109312,
0_0_1_2_0_1_1_0_3080.p4,3080,4,4,86240,
2_0_1_2_0_0_0_0_2823.p4,2823,5,3,79044,
1_1_0_0_1_2_0_0_7947.p4,7947,4,4,222516,
0_2_1_1_1_0_0_0_5084.p4,5084,4,4,142352,
2_0_1_0_2_0_0_1_2548.p4,2548,4,4,71344,
1_2_0_2_2_0_1_1_6919.p4,6919,2,6,193732,
2_1_0_2_0_1_1_0_4812.p4,4812,3,5,134736,
1_0_1_1_0_2_1_1_4780.p4,4780,2,6,133840,
1_0_0_1_1_0_1_1_5666.p4,5666,3,5,158648,
2_1_1_2_0_0_0_1_1229.p4,1229,3,5,34412,
0_1_0_0_1_2_1_0_7672.p4,7672,4,4,214816,
0_1_0_2_2_1_1_0_4655.p4,4655,3,5,130340,
2_0_0_0_1_1_1_0_6870.p4,6870,4,4,192360,
2_1_0_1_2_1_1_1_862.p4,862,1,7,24136,
0_0_1_1_0_0_0_1_4186.p4,4186,5,3,117208,
0_1_0_2_1_2_1_1_7170.p4,7170,2,6,200760,
1_1_0_1_0_0_1_0_2526.p4,2526,4,4,70728,
2_0_0_0_1_1_0_0_7050.p4,7050,5,3,197400,
1_2_0_0_2_0_1_0_1783.p4,1783,4,4,49924,
0_0_0_1_1_2_0_1_7418.p4,7418,4,4,207704,
2_1_1_1_2_0_0_0_197.p4,197,3,5,5516,
2_2_1_2_2_0_0_0_7598.p4,7598,3,5,212744,
2_1_0_2_1_1_1_0_7392.p4,7392,2,6,206976,
1_0_1_1_1_0_1_0_4336.p4,4336,3,5,121408,
1_2_0_0_2_0_0_0_5688.p4,5688,5,3,159264,
1_0_1_1_2_1_1_1_992.p4,992,1,7,27776,
1_0_1_0_0_0_1_0_4651.p4,4651,5,3,130228,
2_1_0_2_0_0_0_1_3324.p4,3324,4,4,93072,
2_0_1_0_1_0_0_1_5525.p4,5525,4,4,154700,
1_0_0_1_1_2_0_1_234.p4,234,3,5,6552,
1_2_1_2_0_2_1_1_7810.p4,7810,1,7,218680,
1_2_1_2_0_0_1_1_4434.p4,4434,2,6,124152,
0_2_0_2_0_1_1_1_227.p4,227,3,5,6356,
2_1_1_2_2_1_0_1_5374.p4,5374,1,7,150472,
1_2_0_1_0_0_0_0_7056.p4,7056,5,3,197568,
1_1_1_0_1_2_0_1_6709.p4,6709,2,6,187852,
0_0_1_2_0_2_1_1_1105.p4,1105,3,5,30940,
2_0_0_1_2_2_1_0_910.p4,910,3,5,25480,
2_1_1_1_2_1_1_1_3566.p4,3566,0,8,99848,
1_0_1_2_0_1_0_0_2509.p4,2509,4,4,70252,
0_0_0_1_1_2_0_1_3743.p4,3743,4,4,104804,
2_0_1_1_0_2_1_0_5639.p4,5639,3,5,157892,
1_1_1_1_2_1_0_0_7417.p4,7417,2,6,207676,
0_2_0_1_1_0_1_1_377.p4,377,3,5,10556,
0_0_0_2_1_2_0_0_7604.p4,7604,5,3,212912,
1_1_1_2_1_2_0_1_3359.p4,3359,1,7,94052,
2_1_1_2_1_0_0_0_4054.p4,4054,3,5,113512,
1_0_1_2_1_2_1_0_763.p4,763,2,6,21364,
1_2_1_1_0_0_1_0_4319.p4,4319,3,5,120932,
2_0_1_1_0_1_0_1_2086.p4,2086,3,5,58408,
2_0_1_0_1_2_1_0_7441.p4,7441,3,5,208348,
2_2_1_2_2_2_0_1_6093.p4,6093,1,7,170604,
1_0_1_0_1_2_1_1_5806.p4,5806,2,6,162568,
1_1_0_2_2_0_1_1_7049.p4,7049,2,6,197372,
0_2_1_0_1_0_1_1_3169.p4,3169,3,5,88732,
1_1_0_1_0_1_0_0_3113.p4,3113,4,4,87164,
1_0_1_2_1_2_1_1_1095.p4,1095,1,7,30660,
2_2_0_2_1_1_0_1_644.p4,644,2,6,18032,
0_2_0_0_2_1_1_0_3779.p4,3779,4,4,105812,
0_2_0_0_2_1_1_1_6964.p4,6964,3,5,194992,
0_0_1_2_2_1_1_1_1828.p4,1828,2,6,51184,
2_0_1_0_1_0_1_1_1690.p4,1690,3,5,47320,
0_2_1_1_2_1_0_1_6473.p4,6473,2,6,181244,
2_2_1_0_1_1_0_0_2873.p4,2873,3,5,80444,
2_1_1_2_0_1_1_1_2266.p4,2266,1,7,63448,
1_2_0_0_1_2_0_1_6542.p4,6542,3,5,183176,
2_2_0_0_1_2_0_0_7913.p4,7913,4,4,221564,
0_1_1_0_2_1_0_1_1475.p4,1475,3,5,41300,
1_1_1_1_1_1_1_0_7594.p4,7594,1,7,212632,
1_1_1_1_1_0_0_1_3613.p4,3613,2,6,101164,
1_1_1_2_0_0_0_0_5318.p4,5318,4,4,148904,
1_1_0_0_1_0_1_1_6149.p4,6149,3,5,172172,
2_0_0_2_2_0_1_0_4761.p4,4761,4,4,133308,
1_0_0_2_1_2_1_0_6071.p4,6071,3,5,169988,
1_2_1_2_1_1_0_1_4959.p4,4959,1,7,138852,
0_1_0_1_0_0_0_1_1457.p4,1457,5,3,40796,
0_2_0_2_1_1_1_1_2567.p4,2567,2,6,71876,
2_1_1_2_2_0_1_1_6967.p4,6967,1,7,195076,
2_1_1_2_1_2_1_1_6463.p4,6463,0,8,180964,
0_0_0_0_2_0_0_0_4672.p4,4672,7,1,130816,
2_2_0_2_2_1_0_0_1558.p4,1558,3,5,43624,
1_1_1_0_2_0_0_0_2319.p4,2319,4,4,64932,
1_0_0_0_1_2_1_1_2029.p4,2029,3,5,56812,
0_1_0_1_0_2_1_1_7659.p4,7659,3,5,214452,
0_0_1_0_2_2_0_1_6239.p4,6239,4,4,174692,
0_1_1_0_2_1_1_0_7572.p4,7572,3,5,212016,
2_1_1_2_1_1_1_0_7358.p4,7358,1,7,206024,
1_1_0_1_1_1_1_0_4804.p4,4804,2,6,134512,
0_1_1_2_1_1_1_1_4656.p4,4656,1,7,130368,
1_0_1_0_2_0_1_0_1929.p4,1929,4,4,54012,
2_1_0_1_0_1_0_0_5765.p4,5765,4,4,161420,
0_2_1_0_2_1_0_1_5811.p4,5811,3,5,162708,
2_0_0_2_1_2_1_0_1157.p4,1157,3,5,32396,
2_0_1_0_0_2_0_1_1703.p4,1703,4,4,47684,
1_2_0_2_2_2_0_1_6509.p4,6509,2,6,182252,
2_1_1_0_2_1_0_1_5644.p4,5644,2,6,158032,
2_2_1_1_2_1_1_0_4322.p4,4322,1,7,121016,
1_1_1_1_1_1_1_1_2017.p4,2017,0,8,56476,
1_1_1_0_1_1_1_0_4514.p4,4514,2,6,126392,
0_0_0_2_2_2_1_0_2365.p4,2365,4,4,66220,
1_0_1_0_0_0_0_1_843.p4,843,5,3,23604,
1_0_1_1_1_0_0_1_2060.p4,2060,3,5,57680,
2_0_0_2_0_0_1_0_7400.p4,7400,5,3,207200,
2_2_0_1_0_2_0_0_7245.p4,7245,4,4,202860,
0_0_0_2_2_2_1_1_5964.p4,5964,3,5,166992,
1_1_0_1_1_0_0_1_1582.p4,1582,3,5,44296,
1_0_1_1_0_0_0_0_2208.p4,2208,5,3,61824,
2_2_0_1_0_2_1_0_2227.p4,2227,3,5,62356,
0_0_0_1_2_0_0_1_3155.p4,3155,5,3,88340,
2_1_1_1_0_0_0_0_105.p4,105,4,4,2940,
2_1_0_2_2_2_1_1_6978.p4,6978,1,7,195384,
2_1_0_2_2_0_0_0_3787.p4,3787,4,4,106036,
1_2_0_1_0_0_1_0_2415.p4,2415,4,4,67620,
